index,rtl_hex,rtl_q16_integer,rtl_float,reference_float,signed_error,absolute_error,absolute_error_lsb,error_vs_rounded_reference_lsb
0,00004778,18296,0.2791748046875,0.279843,-0.0006681953125000084,0.0006681953125000084,43.79084800000055,-44
1,FFFFD57B,-10885,-0.1660919189453125,-0.164581,-0.001510918945312495,0.001510918945312495,99.01958399999967,-99
2,FFFFE3BA,-7238,-0.110443115234375,-0.112108,0.0016648847656249993,0.0016648847656249993,109.10988799999996,109
3,FFFFDCE3,-8989,-0.1371612548828125,-0.135828,-0.0013332548828124957,0.0013332548828124957,87.37619199999972,-87
4,FFFFDE09,-8695,-0.1326751708984375,-0.133206,0.0005308291015624911,0.0005308291015624911,34.788415999999415,35
5,FFFFD755,-10411,-0.1588592529296875,-0.157832,-0.0010272529296875,0.0010272529296875,67.322048,-67
6,00006E01,28161,0.4297027587890625,0.429807,-0.00010424121093749461,0.00010424121093749461,6.831551999999647,-7
7,00002554,9556,0.14581298828125,0.14743,-0.0016170117187500055,0.0016170117187500055,105.97248000000036,-106
8,000021FD,8701,0.1327667236328125,0.133059,-0.0002922763671875106,0.0002922763671875106,19.154624000000695,-19
9,FFFFD64B,-10677,-0.1629180908203125,-0.162851,-6.709082031250424e-05,6.709082031250424e-05,4.396864000000278,-4
10,FFFFFBEB,-1045,-0.0159454345703125,-0.017885,0.0019395654296875016,0.0019395654296875016,127.1113600000001,127
11,FFFFE8D5,-5931,-0.0904998779296875,-0.090013,-0.0004868779296875042,0.0004868779296875042,31.908032000000276,-32
12,00002292,8850,0.135040283203125,0.134599,0.0004412832031250036,0.0004412832031250036,28.919936000000234,29
13,FFFFFAC6,-1338,-0.020416259765625,-0.018782,-0.001634259765625,0.001634259765625,107.102848,-107
14,FFFFE996,-5738,-0.087554931640625,-0.086788,-0.000766931640624996,0.000766931640624996,50.261631999999736,-50
15,000081F3,33267,0.5076141357421875,0.505949,0.001665135742187518,0.001665135742187518,109.12633600000117,109
16,00003E1C,15900,0.24261474609375,0.24152,0.0010947460937499875,0.0010947460937499875,71.74527999999918,72
17,FFFFDF4C,-8372,-0.12774658203125,-0.126521,-0.0012255820312500054,0.0012255820312500054,80.31974400000036,-80
18,FFFFDE72,-8590,-0.131072998046875,-0.129789,-0.0012839980468750123,0.0012839980468750123,84.1480960000008,-84
19,FFFFD12C,-11988,-0.18292236328125,-0.184051,0.0011286367187499924,0.0011286367187499924,73.9663359999995,74
20,000018CC,6348,0.09686279296875,0.098849,-0.0019862070312500063,0.0019862070312500063,130.1680640000004,-130
21,FFFFDA57,-9641,-0.1471099853515625,-0.146226,-0.0008839853515625051,0.0008839853515625051,57.932864000000336,-58
22,000041BE,16830,0.256805419921875,0.257714,-0.0009085800781249986,0.0009085800781249986,59.54470399999991,-60
23,00000108,264,0.0040283203125,0.003817,0.00021132031249999992,0.00021132031249999992,13.849087999999995,14
24,FFFFE8E9,-5911,-0.0901947021484375,-0.088377,-0.0018177021484375028,0.0018177021484375028,119.12492800000018,-119
25,0000544C,21580,0.32928466796875,0.331058,-0.001773332031250019,0.001773332031250019,116.21708800000124,-116
26,FFFFDA1F,-9697,-0.1479644775390625,-0.147462,-0.0005024775390624903,0.0005024775390624903,32.93036799999936,-33
27,FFFFEB44,-5308,-0.08099365234375,-0.080643,-0.00035065234374999366,0.00035065234374999366,22.980351999999584,-23
28,FFFFC72F,-14545,-0.2219390869140625,-0.220348,-0.0015910869140625117,0.0015910869140625117,104.27347200000077,-104
29,FFFFE774,-6284,-0.09588623046875,-0.09551,-0.0003762304687500023,0.0003762304687500023,24.656640000000152,-25
30,FFFFD660,-10656,-0.16259765625,-0.161645,-0.0009526562499999891,0.0009526562499999891,62.433279999999286,-62
31,00001164,4452,0.06793212890625,0.066243,0.0016891289062500037,0.0016891289062500037,110.69875200000024,111
32,00003C3D,15421,0.2353057861328125,0.233932,0.001373786132812499,0.001373786132812499,90.03244799999993,90
33,FFFFEB46,-5306,-0.080963134765625,-0.080102,-0.0008611347656249935,0.0008611347656249935,56.43532799999957,-56
34,000051CB,20939,0.3195037841796875,0.318638,0.0008657841796875232,0.0008657841796875232,56.74003200000152,57
35,FFFFD9F1,-9743,-0.1486663818359375,-0.149909,0.0012426181640624867,0.0012426181640624867,81.43622399999913,81
36,FFFFCFD3,-12333,-0.1881866455078125,-0.187097,-0.0010896455078124867,0.0010896455078124867,71.41100799999913,-71
37,FFFFD688,-10616,-0.1619873046875,-0.161322,-0.0006653046875000068,0.0006653046875000068,43.60140800000045,-44
38,00006229,25129,0.3834381103515625,0.383279,0.00015911035156251918,0.00015911035156251918,10.427456000001257,10
39,000018D2,6354,0.096954345703125,0.096049,0.0009053457031250045,0.0009053457031250045,59.332736000000295,59
40,00004196,16790,0.256195068359375,0.256174,2.106835937498719e-05,2.106835937498719e-05,1.3807359999991604,1
41,FFFFC81A,-14310,-0.218353271484375,-0.217343,-0.0010102714843749916,0.0010102714843749916,66.20915199999945,-66
42,FFFFEDB5,-4683,-0.0714569091796875,-0.07248,0.0010230908203125028,0.0010230908203125028,67.04928000000018,67
43,FFFFDD94,-8812,-0.13446044921875,-0.133828,-0.0006324492187499975,0.0006324492187499975,41.448191999999835,-41
44,00002BA3,11171,0.1704559326171875,0.169051,0.0014049326171874932,0.0014049326171874932,92.07366399999955,92
45,FFFFEB4D,-5299,-0.0808563232421875,-0.080286,-0.0005703232421875037,0.0005703232421875037,37.376704000000245,-37
46,00001025,4133,0.0630645751953125,0.063681,-0.0006164248046875015,0.0006164248046875015,40.3980160000001,-40
47,FFFFDBDE,-9250,-0.141143798828125,-0.143158,0.0020142011718750075,0.0020142011718750075,132.0026880000005,132
48,00002DF3,11763,0.1794891357421875,0.180398,-0.0009088642578125028,0.0009088642578125028,59.56332800000018,-60
49,FFFFE15C,-7844,-0.11968994140625,-0.118956,-0.0007339414062499938,0.0007339414062499938,48.099583999999595,-48
50,FFFFC723,-14557,-0.2221221923828125,-0.220721,-0.0014011923828124995,0.0014011923828124995,91.82854399999997,-92
51,FFFFD439,-11207,-0.1710052490234375,-0.170298,-0.0007072490234374951,0.0007072490234374951,46.35027199999968,-46
52,00002B2E,11054,0.168670654296875,0.170623,-0.0019523457031249969,0.0019523457031249969,127.9489279999998,-128
53,FFFFE2E7,-7449,-0.1136627197265625,-0.113634,-2.8719726562501102e-05,2.8719726562501102e-05,1.8821760000000722,-2
54,0000477D,18301,0.2792510986328125,0.277575,0.0016760986328124838,0.0016760986328124838,109.84479999999894,110
55,00001DB0,7600,0.115966796875,0.116383,-0.00041620312500000034,0.00041620312500000034,27.276288000000022,-27
56,FFFFEC36,-5066,-0.077301025390625,-0.075628,-0.0016730253906249992,0.0016730253906249992,109.64339199999995,-110
57,0000218F,8591,0.1310882568359375,0.132405,-0.001316743164062495,0.001316743164062495,86.29407999999967,-86
58,FFFFC2C4,-15676,-0.23919677734375,-0.24001,0.0008132226562500011,0.0008132226562500011,53.29536000000007,53
59,000064AE,25774,0.393280029296875,0.392724,0.0005560292968749825,0.0005560292968749825,36.43993599999885,36
60,FFFFCC35,-13259,-0.2023162841796875,-0.202932,0.0006157158203125013,0.0006157158203125013,40.35155200000008,40
61,FFFFE573,-6797,-0.1037139892578125,-0.105616,0.0019020107421875015,0.0019020107421875015,124.6501760000001,125
62,FFFFD279,-11655,-0.1778411865234375,-0.175926,-0.001915186523437501,0.001915186523437501,125.51366400000006,-126
63,0000187F,6271,0.0956878662109375,0.096938,-0.0012501337890624964,0.0012501337890624964,81.92876799999976,-82
