index,rtl_hex,rtl_q16_integer,rtl_float,reference_float,signed_error,absolute_error,absolute_error_lsb,error_vs_rounded_reference_lsb
0,00002D23,11555,0.1763153076171875,0.177339,-0.0010236923828124966,0.0010236923828124966,67.08870399999978,-67
1,FFFFD4DC,-11044,-0.16851806640625,-0.16959,0.0010719335937499908,0.0010719335937499908,70.2502399999994,70
2,00002921,10529,0.1606597900390625,0.159299,0.0013607900390625038,0.0013607900390625038,89.18073600000025,89
3,FFFFEDF6,-4618,-0.070465087890625,-0.068682,-0.001783087890624993,0.001783087890624993,116.85644799999955,-117
4,FFFFC6CD,-14643,-0.2234344482421875,-0.221726,-0.0017084482421874936,0.0017084482421874936,111.96486399999958,-112
5,FFFFF8F8,-1800,-0.0274658203125,-0.025966,-0.0014998203125000005,0.0014998203125000005,98.29222400000003,-98
6,00003247,12871,0.1963958740234375,0.196596,-0.00020012597656249298,0.00020012597656249298,13.11545599999954,-13
7,FFFFF5F1,-2575,-0.0392913818359375,-0.040047,0.0007556181640624993,0.0007556181640624993,49.52019199999995,50
8,FFFFD5CA,-10806,-0.164886474609375,-0.163336,-0.001550474609374991,0.001550474609374991,101.61190399999941,-102
9,FFFFCFD3,-12333,-0.1881866455078125,-0.186591,-0.0015956455078124931,0.0015956455078124931,104.57222399999955,-105
10,00004625,17957,0.2740020751953125,0.273077,0.0009250751953124858,0.0009250751953124858,60.62572799999907,61
11,FFFFF0FA,-3846,-0.058685302734375,-0.060162,0.0014766972656250002,0.0014766972656250002,96.77683200000001,97
12,00008332,33586,0.512481689453125,0.510459,0.002022689453125004,0.002022689453125004,132.55897600000026,133
13,FFFFF6F8,-2312,-0.0352783203125,-0.036831,0.0015526796875000026,0.0015526796875000026,101.75641600000017,102
14,00000202,514,0.007843017578125,0.009251,-0.0014079824218750005,0.0014079824218750005,92.27353600000004,-92
15,00000A07,2567,0.0391693115234375,0.03979,-0.000620688476562499,0.000620688476562499,40.67743999999993,-41
16,FFFFD9DE,-9762,-0.148956298828125,-0.148095,-0.0008612988281249956,0.0008612988281249956,56.44607999999971,-56
17,FFFFDBD0,-9264,-0.141357421875,-0.141397,3.957812499999491e-05,3.957812499999491e-05,2.5937919999996666,3
18,FFFFFBFE,-1026,-0.015655517578125,-0.015958,0.00030248242187499996,0.00030248242187499996,19.823487999999998,20
19,00003E26,15910,0.242767333984375,0.242965,-0.00019766601562498654,0.00019766601562498654,12.954239999999118,-13
20,FFFFE5E5,-6683,-0.1019744873046875,-0.100226,-0.0017484873046875044,0.0017484873046875044,114.58886400000029,-115
21,00003244,12868,0.19635009765625,0.194718,0.0016320976562499978,0.0016320976562499978,106.96115199999986,107
22,00002519,9497,0.1449127197265625,0.146577,-0.0016642802734375128,0.0016642802734375128,109.07027200000084,-109
23,0000160F,5647,0.0861663818359375,0.087728,-0.0015616181640625004,0.0015616181640625004,102.34220800000003,-102
24,FFFFE8F3,-5901,-0.0900421142578125,-0.089596,-0.0004461142578125049,0.0004461142578125049,29.236544000000322,-29
25,FFFFE6DE,-6434,-0.098175048828125,-0.098782,0.0006069511718749948,0.0006069511718749948,39.77715199999966,40
26,00004954,18772,0.28643798828125,0.285556,0.0008819882812500235,0.0008819882812500235,57.80198400000154,58
27,00001115,4373,0.0667266845703125,0.068481,-0.0017543154296875002,0.0017543154296875002,114.97081600000001,-115
28,FFFFDBE9,-9239,-0.1409759521484375,-0.14031,-0.0006659521484375097,0.0006659521484375097,43.64384000000064,-44
29,FFFFF4F9,-2823,-0.0430755615234375,-0.043985,0.0009094384765625033,0.0009094384765625033,59.600960000000214,60
30,00003525,13605,0.2075958251953125,0.206743,0.0008528251953124899,0.0008528251953124899,55.89075199999934,56
31,0000251D,9501,0.1449737548828125,0.146843,-0.0018692451171875013,0.0018692451171875013,122.50284800000009,-123
32,FFFFF1AD,-3667,-0.0559539794921875,-0.055314,-0.0006399794921874979,0.0006399794921874979,41.941695999999865,-42
33,FFFFD48B,-11125,-0.1697540283203125,-0.169069,-0.0006850283203125029,0.0006850283203125029,44.89401600000019,-45
34,000003AF,943,0.0143890380859375,0.01436,2.90380859375005e-05,2.90380859375005e-05,1.9030400000000327,2
35,FFFFE7F7,-6153,-0.0938873291015625,-0.095141,0.0012536708984375033,0.0012536708984375033,82.16057600000022,82
36,FFFFD3DC,-11300,-0.17242431640625,-0.172355,-6.93164062499918e-05,6.93164062499918e-05,4.542719999999463,-5
37,000058C1,22721,0.3466949462890625,0.347999,-0.0013040537109375028,0.0013040537109375028,85.46246400000018,-85
38,00002A80,10880,0.166015625,0.165488,0.0005276250000000038,0.0005276250000000038,34.57843200000025,35
39,FFFFC9D8,-13864,-0.2115478515625,-0.211126,-0.0004218515624999919,0.0004218515624999919,27.64646399999947,-28
40,FFFFD34F,-11441,-0.1745758056640625,-0.172652,-0.0019238056640625,0.0019238056640625,126.078528,-126
41,FFFFE4ED,-6931,-0.1057586669921875,-0.106406,0.0006473330078125006,0.0006473330078125006,42.42361600000004,42
42,00001DBB,7611,0.1161346435546875,0.114613,0.0015216435546874935,0.0015216435546874935,99.72243199999957,100
43,FFFFFA33,-1485,-0.0226593017578125,-0.024277,0.0016176982421875,0.0016176982421875,106.017472,106
44,00000A6B,2667,0.0406951904296875,0.040156,0.0005391904296875027,0.0005391904296875027,35.33638400000018,35
45,FFFFC685,-14715,-0.2245330810546875,-0.224272,-0.00026108105468750087,0.00026108105468750087,17.110208000000057,-17
46,FFFFD994,-9836,-0.15008544921875,-0.149784,-0.0003014492187499995,0.0003014492187499995,19.75577599999997,-20
47,FFFFECED,-4883,-0.0745086669921875,-0.075123,0.0006143330078124953,0.0006143330078124953,40.260927999999694,40
48,FFFFD020,-12256,-0.18701171875,-0.185214,-0.0017977187500000102,0.0017977187500000102,117.81529600000067,-118
49,FFFFDD5F,-8865,-0.1352691650390625,-0.133506,-0.0017631650390624864,0.0017631650390624864,115.55078399999911,-116
50,FFFFE8D9,-5927,-0.0904388427734375,-0.091107,0.0006681572265624935,0.0006681572265624935,43.78835199999958,44
51,00001AB9,6841,0.1043853759765625,0.103577,0.0008083759765624976,0.0008083759765624976,52.97772799999984,53
52,FFFFD627,-10713,-0.1634674072265625,-0.163068,-0.00039940722656250927,0.00039940722656250927,26.175552000000607,-26
53,00008187,33159,0.5059661865234375,0.506948,-0.0009818134765624542,0.0009818134765624542,64.344127999997,-64
54,00002355,9045,0.1380157470703125,0.13964,-0.0016242529296874864,0.0016242529296874864,106.4470399999991,-106
55,00001BA7,7079,0.1080169677734375,0.109584,-0.0015670322265625009,0.0015670322265625009,102.69702400000006,-103
56,FFFFD4CA,-11062,-0.168792724609375,-0.167023,-0.0017697246093749952,0.0017697246093749952,115.98067199999969,-116
57,FFFFE3C5,-7227,-0.1102752685546875,-0.109379,-0.000896268554687496,0.000896268554687496,58.73785599999974,-59
58,00001C77,7287,0.1111907958984375,0.110195,0.0009957958984374987,0.0009957958984374987,65.26047999999992,65
59,00002CF5,11509,0.1756134033203125,0.175046,0.0005674033203124929,0.0005674033203124929,37.18534399999953,37
60,FFFFC3C5,-15419,-0.2352752685546875,-0.234962,-0.0003132685546874958,0.0003132685546874958,20.530367999999726,-21
61,000084DD,34013,0.5189971923828125,0.519224,-0.00022680761718751885,0.00022680761718751885,14.864064000001235,-15
62,00003BF7,15351,0.2342376708984375,0.234853,-0.0006153291015625062,0.0006153291015625062,40.326208000000406,-40
63,000026D6,9942,0.151702880859375,0.152431,-0.0007281191406250109,0.0007281191406250109,47.718016000000716,-48
64,FFFFC63E,-14786,-0.225616455078125,-0.226901,0.0012845449218749916,0.0012845449218749916,84.18393599999945,84
65,FFFFC65E,-14754,-0.225128173828125,-0.226489,0.0013608261718749959,0.0013608261718749959,89.18310399999973,89
66,000037A6,14246,0.217376708984375,0.218374,-0.0009972910156250125,0.0009972910156250125,65.35846400000082,-65
67,FFFFDA2B,-9685,-0.1477813720703125,-0.146944,-0.0008373720703125087,0.0008373720703125087,54.87801600000057,-55
68,FFFFBE75,-16779,-0.2560272216796875,-0.254668,-0.0013592216796874945,0.0013592216796874945,89.07795199999964,-89
69,000010DB,4315,0.0658416748046875,0.067304,-0.0014623251953125027,0.0014623251953125027,95.83494400000018,-96
70,00002B89,11145,0.1700592041015625,0.168521,0.0015382041015624959,0.0015382041015624959,100.80774399999973,101
